Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Засуха,Борислав,Романович,Чоловік,1986-03-29,Піаніст,селище Гайсин,"парк Заводська 1-ша, буд. 265 кв. 874, Хмельницький, 39114",976-25-92,rudkopylyp@example.org
Литвин,Єфрем,Дмитрович,Чоловік,1939-02-20,Електротехнік,село Кагарлик,"парк Відважних, буд. 7 кв. 5, Сарни, 80614",+380 32 155-52-98,terezakarmaliuk@example.net
Гузій,Данило,Олександрович,Чоловік,1966-05-13,Дизайнер,хутір Армянськ,"сквер Стороженка Олега, буд. 5 кв. 38, Чоп, 31997",+380 92 637-91-90,ostapmoskal@example.org
Цюпа,Святослав,Макарович,Чоловік,1971-04-09,Геофізик,хутір Глобине,"узвіз Деревообробний 2-й, буд. 48 кв. 66, Косів, 55928",+380 13 038-33-02,bashpolchenkomarko@example.com
Заруба,Болеслав,Олексійович,Чоловік,1971-09-26,Антрополог,місто Калуш,"узвіз Астрономічний, буд. 9 кв. 2, Житомир, 69358",+380 (52) 151-73-34,hutsuliakvolodymyr@example.com
Дробʼязко,Кирило,Богданович,Чоловік,1997-11-17,Конструктор,село Сімферополь,"шосе Лінія 37-ма, буд. 1, Полонне, 94723",662 18 46,batihroman@example.org
Ємельяненко,Віктор,Макарович,Чоловік,2007-06-13,Музичний редактор,селище Христинівка,"провулок Ольвійська, буд. 66 кв. 400, Жашків, 43666",+380 65 120 40 36,gvatamaniuk@example.com
Ґалаґан,Демид,Григорович,Чоловік,1972-01-20,Дерун,селище Ківерці,"площа Спортивна, буд. 2 кв. 8, Білозерське, 81328",092 091-37-13,isaienkokhoma@example.net
Ткач,Аврелій,Михайлович,Чоловік,1939-01-23,Адвокат,хутір Мерефа,"узвіз Різницький, буд. 2, Сновськ, 61762",+380 20 874-97-93,karasopanas@example.org
Бабак,Яків,Васильович,Чоловік,1953-11-20,Машиніст,селище Біляївка,"парк Луценка Івана, буд. 1, Новоселиця, 88760",+380 71 576-32-49,mykolai89@example.net
Атаманчук,Лукʼян,Андрійович,Чоловік,1976-02-05,Дизайнер,місто Буськ,"шосе Михайла Омеляновича-Павленка, буд. 885, Кам'янка-Дніпровська, 62690",067 758-17-00,erika97@example.net
Носаченко,Сергій,Федорович,Чоловік,1949-06-10,Ювелір,хутір Кілія,"площа Чернігівський, буд. 42 кв. 8, Кривий Ріг, 62718",+380 08 414-51-00,teodorsachenko@example.com
Лисенко,Артем,Олександрович,Чоловік,1972-05-31,Дантист,селище Канів,"шосе Строганов міст, буд. 893, Рудки, 46253",+380 48 555-65-78,chres@example.net
Слюсар,Марко,Павлович,Чоловік,1979-01-05,Швачка,місто Верхівцеве,"шосе Георгія Гамова, буд. 5, Долина, 15010",382-32-14,lavramchuk@example.org
Карпа,Варфоломій,Юрійович,Чоловік,2001-01-04,Пілот,місто Джанкой,"парк Болградська, буд. 33 кв. 371, Городенка, 11580",697-28-88,khoma48@example.com
Макогон,Веніямин,Володимирович,Чоловік,1994-12-25,Гінеколог,хутір Шептицький,"площа Чорничний, буд. 173, Хмільник, 69809",067 476-05-12,edytariabchenko@example.org
Ємельяненко,Руслан,Петрович,Чоловік,1965-04-10,Підприємець,селище Тернівка,"шосе Ярморочна площа, буд. 8 кв. 82, Ковель, 79572",+380 38 828 42 24,gdotsenko@example.com
Верхола,Вʼячеслав,Федорович,Чоловік,1970-04-21,Водій,селище Вінниця,"сквер Лиманчик 2-й Лінія 1-ша, буд. 3, Берестечко, 09880",+380 10 933 21 17,satsiukivan@example.com
Даньків,Леон,Васильович,Чоловік,1988-05-09,Дерун,село Гребінка,"шосе Куяльницький міст, буд. 4, Довжанськ, 01444",+380 62 975-31-58,landroshchuk@example.com
Баклан,Охрім,Григорович,Чоловік,1988-12-18,Музикознавець,селище Балаклія,"вулиця Миколаївський 1-й, буд. 29, Чернівці, 56832",+380 10 950-85-17,btarasenko@example.com
Зінчук,Миколай,Олегович,Чоловік,1988-11-10,Складальник,хутір Чернівці,"проспект Іванівська, буд. 72, Лозова, 14292",+380 07 642-98-35,ekovaliuk@example.org
Зубко,Захар,Іванович,Чоловік,1969-04-23,Складальник,місто Кам'янка-Дніпровська,"шосе Мацієвської узвіз, буд. 788, Амвросіївка, 89293",+380 32 864 41 58,zhaivoronleon@example.com
Черінько,Мирослав,Петрович,Чоловік,1961-06-23,Намотувальник,селище Миргород,"шосе Академіка Ясиновського, буд. 6 кв. 23, Прип'ять, 39227",075 714-27-66,bkabanenko@example.net
Ткач,Василь,Федорович,Чоловік,1963-04-19,Петрограф,місто Балаклія,"проспект Старосінна, буд. 243, Верхньодніпровськ, 28185",+380 47 226-16-23,demian57@example.org
Устенко,Герман,Юрійович,Чоловік,2005-04-21,Реставратор,місто Охтирка,"шосе Пересипська 6-та, буд. 1 кв. 56, Рені, 44945",+380 90 703 69 26,hishchak@example.com
Дутка,Едуард,Андрійович,Чоловік,1989-12-09,Швачка,селище Чортків,"провулок Пляжна, буд. 64 кв. 579, Щастя, 44766",+380 42 918-33-18,npavlenko@example.org
Яковенко,Гордій,Павлович,Чоловік,1952-06-19,Археолог,село Таврійськ,"проспект Олександра Станкова, буд. 718 кв. 0, Жовті Води, 04606",+380 44 310-89-17,symonkabaliuk@example.org
Павленко,Орхип,Петрович,Чоловік,1950-06-21,Адвокат,місто Буринь,"провулок Амбулаторна, буд. 3, Оріхів, 17290",+380 17 598-16-84,arkadii41@example.net
Затовканюк,Ігор,Степанович,Чоловік,1973-02-17,Філолог,селище Мена,"набережна Юрія Єгорова, буд. 246, Кам'янське, 03053",719 85 03,drozdenkohryhorii@example.org
Калениченко,Богуслав,Андрійович,Чоловік,1950-12-25,Графік,селище Кальміуське,"сквер Восьмого березня 1-й, буд. 36, Сніжне, 75702",103 91 21,vernyhorazynovii@example.com
Смик,Опанас,Петрович,Чоловік,1955-11-13,Краєзнавець,хутір Буча,"узвіз Лінія 52-га, буд. 960 кв. 21, Чуднів, 09080",+380 (70) 239-85-18,eduardovsiienko@example.org
Гоголь-Яновський,Орхип,Павлович,Чоловік,1996-08-11,Мінералог,село Яремче,"провулок Яблучна, буд. 312 кв. 90, Світловодськ, 48898",+380 (89) 154-48-39,amaliiachmil@example.org
Баклан,Мирослав,Григорович,Чоловік,1964-03-11,Астрофізик,хутір Новогродівка,"провулок Волокидіна, буд. 10 кв. 5, Каховка, 56123",+380 (15) 941-14-98,leonhunko@example.com
Овсієнко,Павло,Михайлович,Чоловік,1983-12-17,Кінорежисер,село Комарно,"набережна Промисловий, буд. 242 кв. 89, Нова Одеса, 74725",017 659 57 74,larysahupalo@example.org
Величко,Демʼян,Олексійович,Чоловік,1952-03-16,Кінорежисер,селище Вашківці,"вулиця Станційна 2-га, буд. 81, Новий Калинів, 05222",025 001 62 82,uaronets@example.org
Радченко,Остап,Юрійович,Чоловік,1958-10-30,Круп'є,село Болград,"узвіз Наявний 3-й, буд. 731, Валки, 50053",+380 89 483-99-57,solomiia60@example.com
Чайка,Георгій,Михайлович,Чоловік,1970-09-29,Кіноактор,хутір Кипуче,"вулиця Волова, буд. 70, Бердичів, 63746",+380 (21) 435-56-45,orest46@example.org
Авраменко,Семен,Олегович,Чоловік,1993-02-26,Кіноактор,селище Пирятин,"парк Кавказька, буд. 086, Путивль, 87206",+380 00 350 75 07,bairakamaliia@example.net
Лисенко,Венедикт,Андрійович,Чоловік,2001-09-02,Стиліст,місто Яремче,"вулиця Лугова, буд. 442 кв. 42, Тисмениця, 25755",865-29-15,pylyp46@example.org
